historical_column,new_column,admitted,feature_tier,unit,reason
pair_morgan_250,pair_morgan_250,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_251,pair_morgan_251,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_252,pair_morgan_252,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_253,pair_morgan_253,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_254,pair_morgan_254,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_255,pair_morgan_255,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_256,pair_morgan_256,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_257,pair_morgan_257,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_258,pair_morgan_258,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_259,pair_morgan_259,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_260,pair_morgan_260,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_261,pair_morgan_261,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_262,pair_morgan_262,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_263,pair_morgan_263,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_264,pair_morgan_264,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_265,pair_morgan_265,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_266,pair_morgan_266,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_267,pair_morgan_267,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_268,pair_morgan_268,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_269,pair_morgan_269,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_270,pair_morgan_270,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_271,pair_morgan_271,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_272,pair_morgan_272,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_273,pair_morgan_273,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_274,pair_morgan_274,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_275,pair_morgan_275,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_276,pair_morgan_276,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_277,pair_morgan_277,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_278,pair_morgan_278,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_279,pair_morgan_279,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_280,pair_morgan_280,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_281,pair_morgan_281,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_282,pair_morgan_282,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_283,pair_morgan_283,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_284,pair_morgan_284,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_285,pair_morgan_285,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_286,pair_morgan_286,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_287,pair_morgan_287,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_288,pair_morgan_288,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_289,pair_morgan_289,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_290,pair_morgan_290,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_291,pair_morgan_291,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_292,pair_morgan_292,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_293,pair_morgan_293,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_294,pair_morgan_294,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_295,pair_morgan_295,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_296,pair_morgan_296,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_297,pair_morgan_297,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_298,pair_morgan_298,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_299,pair_morgan_299,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_300,pair_morgan_300,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_301,pair_morgan_301,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_302,pair_morgan_302,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_303,pair_morgan_303,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_304,pair_morgan_304,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_305,pair_morgan_305,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_306,pair_morgan_306,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_307,pair_morgan_307,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_308,pair_morgan_308,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_309,pair_morgan_309,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_310,pair_morgan_310,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_311,pair_morgan_311,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_312,pair_morgan_312,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_313,pair_morgan_313,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_314,pair_morgan_314,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_315,pair_morgan_315,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_316,pair_morgan_316,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_317,pair_morgan_317,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_318,pair_morgan_318,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_319,pair_morgan_319,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_320,pair_morgan_320,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_321,pair_morgan_321,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_322,pair_morgan_322,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_323,pair_morgan_323,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_324,pair_morgan_324,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_325,pair_morgan_325,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_326,pair_morgan_326,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_327,pair_morgan_327,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_328,pair_morgan_328,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_329,pair_morgan_329,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_330,pair_morgan_330,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_331,pair_morgan_331,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_332,pair_morgan_332,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_333,pair_morgan_333,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_334,pair_morgan_334,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_335,pair_morgan_335,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_336,pair_morgan_336,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_337,pair_morgan_337,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_338,pair_morgan_338,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_339,pair_morgan_339,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_340,pair_morgan_340,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_341,pair_morgan_341,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_342,pair_morgan_342,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_343,pair_morgan_343,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_344,pair_morgan_344,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_345,pair_morgan_345,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_346,pair_morgan_346,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_347,pair_morgan_347,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_348,pair_morgan_348,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_349,pair_morgan_349,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_350,pair_morgan_350,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_351,pair_morgan_351,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_352,pair_morgan_352,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_353,pair_morgan_353,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_354,pair_morgan_354,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_355,pair_morgan_355,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_356,pair_morgan_356,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_357,pair_morgan_357,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_358,pair_morgan_358,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_359,pair_morgan_359,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_360,pair_morgan_360,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_361,pair_morgan_361,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_362,pair_morgan_362,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_363,pair_morgan_363,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_364,pair_morgan_364,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_365,pair_morgan_365,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_366,pair_morgan_366,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_367,pair_morgan_367,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_368,pair_morgan_368,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_369,pair_morgan_369,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_370,pair_morgan_370,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_371,pair_morgan_371,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_372,pair_morgan_372,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_373,pair_morgan_373,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_374,pair_morgan_374,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_375,pair_morgan_375,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_376,pair_morgan_376,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_377,pair_morgan_377,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_378,pair_morgan_378,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_379,pair_morgan_379,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_380,pair_morgan_380,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_381,pair_morgan_381,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_382,pair_morgan_382,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_383,pair_morgan_383,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_384,pair_morgan_384,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_385,pair_morgan_385,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_386,pair_morgan_386,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_387,pair_morgan_387,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_388,pair_morgan_388,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_389,pair_morgan_389,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_390,pair_morgan_390,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_391,pair_morgan_391,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_392,pair_morgan_392,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_393,pair_morgan_393,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_394,pair_morgan_394,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_395,pair_morgan_395,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_396,pair_morgan_396,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_397,pair_morgan_397,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_398,pair_morgan_398,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_399,pair_morgan_399,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_400,pair_morgan_400,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_401,pair_morgan_401,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_402,pair_morgan_402,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_403,pair_morgan_403,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_404,pair_morgan_404,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_405,pair_morgan_405,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_406,pair_morgan_406,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_407,pair_morgan_407,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_408,pair_morgan_408,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_409,pair_morgan_409,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_410,pair_morgan_410,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_411,pair_morgan_411,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_412,pair_morgan_412,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_413,pair_morgan_413,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_414,pair_morgan_414,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_415,pair_morgan_415,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_416,pair_morgan_416,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_417,pair_morgan_417,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_418,pair_morgan_418,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_419,pair_morgan_419,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_420,pair_morgan_420,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_421,pair_morgan_421,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_422,pair_morgan_422,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_423,pair_morgan_423,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_424,pair_morgan_424,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_425,pair_morgan_425,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_426,pair_morgan_426,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_427,pair_morgan_427,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_428,pair_morgan_428,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_429,pair_morgan_429,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_430,pair_morgan_430,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_431,pair_morgan_431,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_432,pair_morgan_432,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_433,pair_morgan_433,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_434,pair_morgan_434,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_435,pair_morgan_435,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_436,pair_morgan_436,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_437,pair_morgan_437,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_438,pair_morgan_438,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_439,pair_morgan_439,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_440,pair_morgan_440,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_441,pair_morgan_441,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_442,pair_morgan_442,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_443,pair_morgan_443,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_444,pair_morgan_444,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_445,pair_morgan_445,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_446,pair_morgan_446,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_447,pair_morgan_447,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_448,pair_morgan_448,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_449,pair_morgan_449,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_450,pair_morgan_450,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_451,pair_morgan_451,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_452,pair_morgan_452,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_453,pair_morgan_453,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_454,pair_morgan_454,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_455,pair_morgan_455,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_456,pair_morgan_456,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_457,pair_morgan_457,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_458,pair_morgan_458,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_459,pair_morgan_459,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_460,pair_morgan_460,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_461,pair_morgan_461,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_462,pair_morgan_462,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_463,pair_morgan_463,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_464,pair_morgan_464,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_465,pair_morgan_465,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_466,pair_morgan_466,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_467,pair_morgan_467,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_468,pair_morgan_468,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_469,pair_morgan_469,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_470,pair_morgan_470,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_471,pair_morgan_471,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_472,pair_morgan_472,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_473,pair_morgan_473,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_474,pair_morgan_474,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_475,pair_morgan_475,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_476,pair_morgan_476,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_477,pair_morgan_477,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_478,pair_morgan_478,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_479,pair_morgan_479,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_480,pair_morgan_480,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_481,pair_morgan_481,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_482,pair_morgan_482,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_483,pair_morgan_483,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_484,pair_morgan_484,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_485,pair_morgan_485,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_486,pair_morgan_486,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_487,pair_morgan_487,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_488,pair_morgan_488,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_489,pair_morgan_489,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_490,pair_morgan_490,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_491,pair_morgan_491,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_492,pair_morgan_492,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_493,pair_morgan_493,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_494,pair_morgan_494,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_495,pair_morgan_495,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_496,pair_morgan_496,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_497,pair_morgan_497,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_498,pair_morgan_498,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_499,pair_morgan_499,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_500,pair_morgan_500,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_501,pair_morgan_501,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_502,pair_morgan_502,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_503,pair_morgan_503,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_504,pair_morgan_504,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_505,pair_morgan_505,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_506,pair_morgan_506,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_507,pair_morgan_507,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_508,pair_morgan_508,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_509,pair_morgan_509,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_510,pair_morgan_510,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pair_morgan_511,pair_morgan_511,True,M1_C0_OPEN,dimensionless,deterministically regenerated
pm6_homo_hartree,pm6_homo_hartree,True,M2_C1P5_SAFE,hartree,resolved orbital
pm6_lumo_hartree,pm6_lumo_hartree,True,M2_C1P5_SAFE,hartree,resolved orbital
pm6_homo_lumo_gap_hartree,pm6_gap_hartree,False,BLOCKED_REDUNDANT,hartree,deterministic duplicate of gap_eV
pm6_homo_lumo_gap_ev,pm6_gap_ev,True,M2_C1P5_SAFE,eV,resolved gap
pm6_pm6_energy_hartree,pm6_energy_raw,False,BLOCKED_SEMANTICS,unresolved,PM6 energy semantics unresolved
pm6_num_atoms,pm6_num_atoms_total,False,BLOCKED_SCOPE,count,M2 frozen to orbital information only
pm6_normal_termination,,False,BLOCKED_CONTROL,dimensionless,control/provenance or unnecessary complete-data flag
pm6_n_warnings,,False,BLOCKED_CONTROL,dimensionless,control/provenance or unnecessary complete-data flag
pm6_missing_flag,,False,BLOCKED_CONTROL,dimensionless,control/provenance or unnecessary complete-data flag
